algorithm,expression_str
genetic,36*x*exp(x) + 3*x + 3
genetic,-8/(x*(x + x**(-2)))
genetic,1/x - (x - 1 + pi/(2*atan(5)))/x**2
genetic,-5*(4 + 1/x)/(2*x)
genetic,x**2*(1 + 32/x) - 6
genetic,(x + log(9*exp(x)))*exp(x)
genetic,0**x*5**(1/8)*x*(12*x**2*cos(x)*tanh(sinh(x))**x + 12*x*sin(x)*tanh(sinh(x))**x - 12*x*tanh(sinh(x))**x)**(12*tanh(sinh(x))**x)/tanh(3*x)**(12*tanh(sinh(x))**x) - 6
genetic,-((-x*exp(-x) + exp(-x))*exp(-x*exp(-x) + exp(-x)) + exp(-x*exp(-x) + exp(-x)))*exp(x*exp(-x) - exp(-x)) - log(x*exp(-x*exp(-x) + exp(-x)))
genetic,(-2 + tan(1))*(1 - tanh(4)**2)*(log(2) + 1)/2**x
genetic,9*sqrt(2)*sqrt(0**(0**((x + 1/(x**2 + 1))**(-1/(x**2 + 1))))/(x + 1/(x**2 + 1))**(1/(x**2 + 1)))/(4*sqrt((1 - tanh(x)**2)*(1 - tanh(tanh(x))**2)/(tanh(tanh(x))**2 + 1))) + 1/(x**2 + 1)
genetic,(x + (x + 2*log(exp(x)))*log(exp(x)))*log(exp(x)) + 6
genetic,10*0**x*x*sqrt(x*(-x**2*tanh(x)**2 + x**2) - x/2 - 6)/sqrt(tanh(x)**x) - 6
genetic,-x/(x + tanh(3) + 5)**2 + 1/(x + tanh(3) + 5)
genetic,18*log(x)
genetic,-log(x**2)
genetic,80*x*(1 - sin(x)) + cos(x/2)/2
genetic,(-x - exp(4*x))*exp(-4*x) - log(exp(8*x))
genetic,10*0**sin(x)*sqrt((1 - tanh(sin(x))**2)*sin(x) - sin(x)**2*cos(x + 2)/2 - sin(x)/2)*sin(x)/sqrt(tanh(3*sin(x))) - 6
genetic,(-4 + 2*exp(-3*x))*exp(-3*x) - 3*exp(x) + 3
genetic,4*0**x*5**(1/8)*x**2*(2*x**2*cos(x) - 2*x - 1)**2 - 6
genetic,3*x**2 + 3*x*log(x) + 3
genetic,4*log(x*exp(4*x))
genetic,6*x - 2*log(9*x) + 3
genetic,10*0**x*x*sqrt(x**5*cos(x)/2 + x*(-x**5*tanh(x)**5 + x**5) - x/2)/sqrt(tanh(3*x)) - 6
genetic,-2*x/(2*x + tanh(2) + 5)**2 + 1/(2*x + tanh(2) + 5)
genetic,log(-3*x) - 81/x**3 + 6561/x**8
genetic,(x - 5)**x*(x/(x - 5) + log(x - 5))
genetic,exp(-3*x)
genetic,(exp(x) + 32)/(32*x + exp(x))
genetic,8*x*(x**8 + 1)**8 - 6
genetic,2*x**2/((2*x + 1)**2 + 1)
genetic,12*sqrt(2)*sqrt(0**(0**(3*x - 6))*(3*x - 6))*(3*x - 6)**(0**(0**(3*x - 6))) - 1/8
genetic,-log(8*x)
genetic,2**(x**2 - 47/8)*(0**(0**((x**2)**(1/8)))*(x**2)**(1/8))**(x**2 - 47/8)*(8*x - 1)**(0**(0**((x**2)**(1/8)))/8)/(8**(0**(0**((x**2)**(1/8)))/8)*sqrt(1 - x**2)) - 1/8
genetic,-2**(4*x)*(-4 + log(2))*(-4 + 4*tanh(4)**2)
genetic,(-1 + tan(1))*(1 - tanh((-x)**(-x)))*(log(-x) + 1)/(-x)**x
genetic,9*2**(x + 12/sqrt(tanh(3*x)))*(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))**(x + 12/sqrt(tanh(3*x)))*(x - 1/8)**(0**(0**((x - 1/8)**(1/8)))/8)/4 - 1/8
genetic,-(exp(2*x) + 2*exp(-x))*exp(-2*x) + exp(2*x)
genetic,x**2*(x - 1/8)**(1/8) - 1/2
genetic,12*x**(0**(0**x))*x**(-6 + 12/sqrt(tanh(x*(0**((x - 1/8)**(1/8)) + log(cosh(x)))*cosh(x)**x)))*(0**(0**x)*x)**(-6 + 12/sqrt(tanh(x*(0**((x - 1/8)**(1/8)) + log(cosh(x)))*cosh(x)**x))) - 1/8
genetic,-log(x*exp(x))
genetic,(-2 - tan(1 + tan(1)))*(1 + tan(1))*(log(x*(1 + tan(1))) - tan(1) - 1)*(-tan(1) - 1 + (1 + tan(1))*tanh(1 + tan(1))**2)
genetic,x**2 + log(2*exp(x)) + log(9*exp(x))
genetic,log(exp(x)) + log(9*exp(x)) + 3
genetic,(x**8 - x**2)**8
genetic,5*(4*x)**(4*x)*(1 + tan(1))*(log(4*x) + 1)
genetic,10*0**x*x*tanh(3*x)**x/(x**2 + x*(1 - tanh(x)**2) + exp(x))**x - 6
genetic,-x/(2*((2*x + 1)**2 + 1))
genetic,2*x*(x + log(exp(2*x))) + log(9*exp(x*(x + log(exp(2*x))))) + 36
genetic,0**x*5**(1/8)*x*sqrt(x*sin(x)/2 - x/2)/sqrt(tanh(3*x)) - 6
genetic,-2*x*(4*x - log(-x*exp(8)*exp(x)))
genetic,1/(x*((4 + 1/x)**2 + 1))
genetic,(2 - 2*x**2)*(x + 1/x)/x
genetic,(x + exp(x)*log(exp(x))*log(9*exp(x)))*log(9*exp(x))
genetic,2*x + 9*exp(x)*log(9*exp(x))*log(81*exp(x)) + 9*exp(x)*log(9*exp(x))
genetic,2**(15*x*(3*x/8)**tanh(3)/16 + 3*x/16)*(5*(3*x/8)**tanh(3)*tanh(3) + 5*(3*x/8)**tanh(3) + 1)*log(2) + 13/4
genetic,x*(x - 9) + (x - 9)*log(x) + 3
genetic,x*(1/sqrt(x + 2) + 1/x)
genetic,8/(5*x - 25/4)
genetic,x*log(x*exp(2))
genetic,2*x*log(-10*x)
genetic,1/(exp(x) + tanh(3/16) + 5) - exp(x)/(exp(x) + tanh(3/16) + 5)**2
genetic,0**x*5**(1/8)*x*sqrt(-x**2/4 - x/2 + x*atan(2)/2)/sqrt(tanh(3*x)) + x - 1/8
genetic,-4*log(exp(exp(-4*x))) + 4 - 4*exp(-4*x)
genetic,1/(-6 + 8/(x*(x + 1/x)))
genetic,12*log(3)/((-1)**atan(3)*3**(6*x/(-1)**atan(3)))
genetic,x**x*(-2 - tan(8))*(1 - tanh(x**x)**2)*(log(x) + 1)
genetic,15*x*(4 - 3*x/2)/4
genetic,x + x**(1/(x + 2))*(-log(x)/(x + 2)**2 + 1/(x*(x + 2))) + 1
genetic,10*0**x*x*tanh(3*x)**x/(x**2 + x*(1 - tanh(x)**2) + tanh(3*x))**x - 6
genetic,12*2**(0**(x - 6) - 6)*x**(0**(0**x))*(0**(0**x)*x)**(0**(x - 6) - 6) - 1/8
genetic,8*x*(x**8 + 5*x)**8 - 6
genetic,x*exp(x)*log(exp(x)) + x*log(exp(exp(x)*log(exp(x)) + 3)*exp(exp(x) + tanh(3/16) + 5)/81) + x
genetic,x*(exp(2*x) + cos(x))*exp(2*x)
genetic,0**x*x*sqrt(x**2*cos(x)/2 - x/2 + (1 - tanh(x)**2)*exp(tanh(x)))*sqrt(0**(-6 + 12/sqrt(-tanh(x/2))))/sqrt(tanh(3*x)) - 6
genetic,1 - tanh(x + 4)**2
genetic,(1 + 1/sqrt(1 - x/2))*(3/2 + 4/sqrt(1 - x/2))
genetic,-(exp(-exp(-x)) - exp(-x)*exp(-exp(-x)))*exp(exp(-x)) - log(x*exp(-exp(-x)))
genetic,((2*log(9*exp(x)) - 4)*log(9*exp(x)) - 4)*log(9*exp(x)) + 6
genetic,2*x + log(9*exp(x)) + 36
genetic,x*log(-2*x)
genetic,10*0**x*x*sqrt(x*(x**x + asin(2)/x**2 + 1/(2*sqrt(x))) - x/2 - 6)/sqrt(tanh(3*x)) - 6
genetic,log(-2*x)
genetic,8/(-8*x + 1/(2*sqrt(1/x)))
genetic,x*log(x*exp(x**2))
genetic,10*0**x*x**2/(x**2 + x*(1 - tanh(x)**2) + exp(x))**x - 6
genetic,-800*0**x*0**(0**x*x)*x - 1/(6400*0**x*0**(0**x*x)*x + 1)
genetic,10*0**x*x*sqrt(-x/2 + (-6 + 12/sqrt(-tanh(x*exp(x)/2)))**(0**tanh(3*x*exp(x))) - 1/x)/sqrt(tanh(3*x)) - 1/x
genetic,x**2 + log(81*x) + 36
genetic,exp(x)*log(exp(x))*log(9*exp(x)) + exp(x)*log(exp(x)) + 2*exp(2*sinh(x)/3)*cosh(x)/3
genetic,-x - 6*log(exp(-x)*exp(-x + 5 + exp(-x))/9) + 36
genetic,-4*(log(-4*x) + 1)*(tan(1) + 2)/(-4*x)**(4*x)
genetic,9*2**(x**x*(log(x) + 1) - 6)*(0**(0**(atan(2)/x**2))*atan(2)/x**2)**(x**x*(log(x) + 1) - 6)*(8*x - 1)**(0**(0**(atan(2)/x**2))/8)/(4*8**(0**(0**(atan(2)/x**2))/8)) - 1/8
genetic,3*x + 36*exp(x)*log(exp(x)) + 3
genetic,3*x**2 + x*log(x*exp(x + exp(x)*log(exp(x)))/81)
genetic,10*0**sin(x)*sqrt((1 - tanh(sin(x))**2)*sin(x) + sin(x)**2*cos(sin(x))/2 - sin(x)/2)*sin(x)/sqrt(tanh(3*sin(x))) - 6
genetic,(-exp(2*x) - 2*exp(-1))*exp(-2*x) + exp(2*x)
genetic,2*x/(3*x + 5)**2 - 4*exp(x) - 2 - 4/(3*x + 5)
genetic,9*sqrt(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))*sqrt(0**(0**x))/(4*sqrt((1 - tanh(x)**(0**(0**x)))*(1 - tanh(tanh(x))**(0**(0**x)))/(tanh(tanh(x))**(0**(0**x)) + 1))) - 1/8
genetic,10*0**x*x*sqrt(x**2*cos(x)/2 - 13*x/2)/sqrt(tanh(3*x)) - 6
genetic,(3 - 3*sin(x))/(3*x + 3*cos(x))
genetic,(-2 + tan(1))*(1 - tanh(log(2) + 1)**2)*(log(2) + 1)*(log(-x) + 1)
genetic,x*exp(x**2)
genetic,x*log(x*exp(2*x))
genetic,-6 + 12/sqrt(tanh(9*x))
genetic,80*x/(x + 1) - 20
genetic,4*(1 - log(2*x))*(log(-x) + 1)
genetic,-6 + 1/(5*x + 1/x)
genetic,8/(-6 + 5/x)
genetic,8/(-6 + 5/x)**2
genetic,(x + x**(-2))/(-6 - 4/(3*x))
genetic,0**x*2**(1/8)*8**exp(x)*x*tanh(x**2)**exp(x)/(8*x*exp(x) + 8*sqrt(x**2*cos(x)/2 + x*(1 - tanh(x)**2) - x/2)*tanh(x**2) + 1)**exp(x) - 6
genetic,9*x*exp(x)*log(9*exp(x)) + 2*x + 9*exp(x)*log(9*exp(x))
genetic,9*2**(-6 + 12/sqrt(tanh(3*x)))*(0**(0**(x**(x/2)))*x**(x/2))**(-6 + 12/sqrt(tanh(3*x)))*(x - 1/8)**(0**(0**(x**(x/2)))/8)/4 - 1/8
genetic,4*(-6)**(1/8)*0**x*x**2*(2*x**2*cos(x) + 2*x*sin(x) - 2*x)**2 - 6
genetic,0**x*5**(1/8)*x*sqrt(x*atan(1/(2*sqrt(x)))/2 - x/2 + x**(1/(2*sqrt(x)))*cos(x)/2)/sqrt(tanh(3*x)) - 6
genetic,-((2*x**2 - x)*exp(2*x**2 - x) + exp(2*x**2 - x))*exp(-2*x**2 + x) - log(2*x*exp(2*x**2 - x))
genetic,80*x/(80*0**x*x + 1/8)**(1/64) - 7
genetic,x*(x**4 + x + cos(x))*exp(x)
genetic,10*0**x*x*sqrt(x**5*cos(x)/2 + x**2 + x**x*(log(x) + 1) + 1)/sqrt(tanh(3*x)) - 6
genetic,x**x*(1 + tan(1))*(1 - 1/tanh(x**x))*(log(x) + 1)
genetic,3**log(x)*log(3)*tan(1)/x
genetic,x*(4*x + cos(x))*exp(x)
genetic,0**sin(x)*sqrt(10)*sqrt((1 - x)*sin(x) + sin(x)**2*cos(sin(x))/2 - sin(x)/2)*sin(x) - 6
genetic,3*x/16 + 3*log(-3*(-1/(64*x**3))**log(2)*log(2)/x)/16 - 3/4
genetic,3*x**2*log(exp(x + exp(x)*log(exp(x)))*exp(x + exp(x) + 5)/81) + x + 36
genetic,(-x*sin(x)*cosh(cos(x)) + sinh(cos(x)))*cos(x*sinh(cos(x)))/4
genetic,sin(sqrt(atan(4 + 1/x)))/(2*x**2*((4 + 1/x)**2 + 1)*sqrt(atan(4 + 1/x)))
genetic,-x/(2*(4 + 1/x)**2)
genetic,x*(x - log(x))**log(x)/(0**x*x*(x - log(x))**log(x) + log(x))**(1/64) - 1/2
genetic,-exp(x)*log(exp(x)) + 2*log(9*exp(x)) - log(log(9*exp(x)))
genetic,4*x**x*(log(x) + 1)
genetic,-sin(x)/(3*sqrt(1 - cos(x)**2/9)*asin(cos(x)/3))
genetic,-3*x*(1 + 32/x)/8 + 240*x*(1 + 32/x)/(3*x*(1 + 32/x) + 1)
genetic,-log(x*exp(4*x**2))
genetic,x*log(4*exp(x)/9) + 2*x
genetic,-4*exp(2*x) - 4*log(exp(exp(2*x))) - 2
genetic,x*(exp(2*x) + cos(x))*exp(x)
genetic,0**x*2**(1/8)*8**exp(x)*x*(-tanh(1/2))**exp(x)/(8*x*exp(x) - 8*sqrt(x*(1 - tanh(x)**2) - x/2 - cos(x)/4)*tanh(1/2) + 1)**exp(x) - 6
genetic,(5*x)**(5*x)*(-2 + tan(1))*(1 - tanh((5*x)**(5*x))**2)*(log(5*x) + 1)
genetic,sqrt(0**(0**(-6 + 1/(2*sqrt(tanh(3*x)))))*(-6 + 1/(2*sqrt(tanh(3*x)))))*exp(tanh(x))
genetic,x*log(exp(x*exp(x) + 3)*exp(exp(x) + tanh(3/16) + 5)/81) + x + exp(2*x)*log(exp(x))*log(9*exp(x))
genetic,x + 3*(1 - 1/x)**3 + log(81*exp(1 - 1/x))
genetic,log(x)
genetic,5*(x + tan(5))**log(x)*(log(x)/(x + tan(5)) + log(x + tan(5))/x)/(2*sqrt(tanh(3))) + 5
genetic,(-4 + 2*exp(-3*x))*log(exp(exp(-3*x))) + (-4 + 2*exp(-3*x))*exp(-3*x) + 3
genetic,12*x**(x/2)*(1/2 + (80*0**x*x + 1/8)**(-1/64)) - 18
genetic,3*x**4*(x**2 - 5) + x**4 + 36
genetic,-6 + 27*x**(cosh(x)*tanh(sinh(x))**x - 6)*(0**(0**x)*x)**(cosh(x)*tanh(sinh(x))**x - 6)*(8*x - 1)**(0**(0**x)/8)/8**(0**(0**x)/8)
genetic,0**x*5**(1/8)*x*tanh(3*x)**(3*cos(3*x))/(-3*x*sin(x)*cos(3*x) + 3*x*cos(3*x) - 3*x**(12*tanh(3*x*cos(3*x))**(3*cos(3*x)))*cos(x)*cos(3*x))**(3*cos(3*x)) - 6
genetic,(exp(2*exp(-x)) + cos(exp(-x)))*exp(-x)*exp(exp(-x))
genetic,27*2**(12*tanh(sinh(x))**x - 6)*(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))**(12*tanh(sinh(x))**x - 6)*(8*x - 1)**(0**(0**((x - 1/8)**(1/8)))/8)/8**(0**(0**((x - 1/8)**(1/8)))/8) - 6
genetic,0**x*5**(1/8)*x*(1 - tanh(x)**2)/(-x**2*exp(x)*cos(x) - x*exp(x)*sin(x) + x*exp(x))**exp(x) - 6
genetic,80*x*(x - 1/8)**(1/8) - x/8
genetic,2*x + (exp(x) + tanh(3/16) + 3)*log(9*exp(x)) + exp(x) + tanh(3/16) + 3
genetic,-x*(2 + 1/x)
genetic,3*log(exp(x))/16 + 17/4
genetic,3*x**2 + x*log(8*x/81)
genetic,exp(x)*log(exp(x)) - 2*log(9*exp(x)) + 8
genetic,4*0**x*5**(1/8)*x*(-20*0**x*x**(1/8)*(-2*x - 11)**2*tanh(x)**2 + 20*0**x*x**(1/8)*(-2*x - 11)**2) - 6
genetic,x*(x + log(exp(2*x)))
genetic,(4/x + x**(-8))**8
genetic,2*(log(-x) + 1)*(tan(1) + 2)/(-x)**x
genetic,-2*x*(x*log(-x*exp(x)*exp(x**2*exp(8)*exp(x))) + cos(x))
genetic,36*x*(-6 + 12/sqrt(-tanh(3*x*exp(x)*exp(3*x*exp(x))/2)))**(0**tanh(9*x*exp(x)*exp(3*x*exp(x))))*exp(x)*exp(3*x*exp(x))*sqrt(cos(3*x*exp(x)*exp(3*x*exp(x)))) - 1/8
genetic,x**2 + 2*log(9*exp(x))
genetic,-1/(2*(x + 2)*(2*x + 6))
genetic,-10*x + 3*log(exp(x))/16
genetic,-5*x*exp(x) - 5*exp(x)
genetic,-6*sqrt(-tanh(4*x))*(2*tanh(4*x)**2 - 2)/tanh(4*x) - 6
genetic,(1 - tanh(cos(cos(3))/(-tan(x) + cos(3)))**2)*(tan(x)**2 + 1)*cos(cos(3))/((-tan(x) + cos(3))**2*sinh(cos(3)))
genetic,-6 + 27*x**(cosh(x)*tanh(sinh(x))**x - 6)*(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))**(cosh(x)*tanh(sinh(x))**x - 6)*(8*x - 1)**(0**(0**((x - 1/8)**(1/8)))/8)/8**(0**(0**((x - 1/8)**(1/8)))/8)
genetic,0**x*5**(x**2)*x*(x**4*cos(x) + x**3*sin(x) - x**3)**(x**2)/tanh(3*x)**(x**2) - 6
genetic,-24*sqrt(0**(0**(-6 + 12/sqrt(-tanh(x/2))))*(-6 + 12/sqrt(-tanh(x/2))))*(-6 + 12/sqrt(-tanh(x/2)))**(0**(0**(-6 + 12/sqrt(-tanh(x/2))))) - 1/8
genetic,15*log(5)*tan(2)/(5**(15*tan(2)/x)*x**2)
genetic,16 - log(x**2*exp(x))
genetic,3*(1 + tan(1))*(log(-4*x) + 1)/(-4*x)**(4*x)
genetic,12*sqrt(2)*sqrt(0**tanh(3*x)*(-6 + 12/sqrt(-tanh(x/2))))*(-6 + 12/sqrt(-tanh(x/2)))**(0**tanh(3*x)) - 1/8
genetic,x*(x*(exp(2*x) + cos(x))*exp(x) + exp(2*x))*exp(x)
genetic,2048*(x**4/16 - 4*x**2)**4/x**8
genetic,0**x*2**(1/8)*x*sqrt(-x/2 + (-6 + 12/sqrt(-tanh(x/2)))**(0**tanh(3*x))*tanh(3*x)/2 + 1/8)/sqrt(tanh(3*x)) - 6
genetic,x**2*exp(x) + 3*x + 3
genetic,(exp(4*x) + exp(2*x))*exp(2*x)
genetic,0**cosh(x)*5**(1/8)*sqrt(0**(0**(tanh(3*x) - 6))*(tanh(3*x) - 6)*cos(cosh(x))/2 - cosh(x)/2 + cosh(x)*atan(2)/2)*cosh(x)/sqrt(tanh(3*cosh(x))) - 6
genetic,-log(x**3) + (2 - x**2)/x**2
genetic,0**x*5**(1/8)*x*sqrt(x**2*cos(x)/2 - x/2 + x*atan(2)/2)/sqrt(tanh(3*x)) - 6
genetic,log(exp(x)) + 6
genetic,-(2*x*exp(2*x) + exp(2*x))*exp(-2*x) - log(x*exp(2*x))
genetic,x*(exp(5*x) + cos(x))*exp(x)
genetic,-x/(5*x + 1/x) - 6
genetic,-6 + 27*x**(cosh(x)*tanh(2)**x - 6)*(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))**(cosh(x)*tanh(2)**x - 6)*(8*x - 1)**(0**(0**((x - 1/8)**(1/8)))/8)/8**(0**(0**((x - 1/8)**(1/8)))/8)
genetic,x*(4 + 1/x)**3
genetic,-6 - 3*sqrt(-x)*(x**2*(3*x*(1 + 32/x) - 6) - 2)/x
genetic,3*x**2*log(3**(x**2)) + x**2 + 36
genetic,x*((x + 2)**2 - 2 - 2*sin(2))
genetic,-(x**2*exp(x**2) + exp(x**2))*exp(-x**2) - log(x*exp(x**2))
genetic,(1 - 2*x)*(log(-x) + 1)
genetic,9*2**(12*tanh(sinh(x))**x - 6)*(0**(0**(atan(2)/x**2))*atan(2)/x**2)**(12*tanh(sinh(x))**x - 6)*(8*x - 1)**(0**(0**(atan(2)/x**2))/8)/(4*8**(0**(0**(atan(2)/x**2))/8)) - 1/8
genetic,3*(1 - 1/tanh((-4*x)**(-4*x))**2)*(log(-4*x) + 1)/(-4*x)**(4*x)
genetic,x*(13*x/4 - 4) + (13*x/4 - 4)*log(-3*x) + 3
genetic,x*(x - 1/8)**(1/8)/(0**x*x*(x - 1/8)**(1/8) + 1/8)**(1/64) - 1/2
genetic,13/4 - 2*log(x)
genetic,(exp(2*exp(4*x)) + cos(exp(4*x)))*exp(4*x)*exp(exp(4*x))
genetic,x*(x + exp(x))*exp(x)
genetic,-(-x + exp(x**2 - 1))*exp(1 - x**2) - log(x**2*exp(x**2 - 1))
genetic,12*sqrt(2)*sqrt(0**tanh(3*x)*(-6 + 4*sqrt(3)/sqrt(x)))*(-6 + 4*sqrt(3)/sqrt(x))**(0**tanh(3*x)) - 1/8
genetic,0**x*2**(7/8)*x*(x*exp(x))**(1/8)*(-x*sin(x) + (-6 + 12/(-tanh(x*sin(x)))**sin(x))**(0**tanh(3*x))*sin(x)*tanh(3*x) + 1/8)**sin(x)/(2*tanh(3*x)**sin(x)) - 6
genetic,exp(x) - 2*log(9*exp(x)) + 5
genetic,3*x/16 + 3*log(exp(x))/16 - 3/4
genetic,0**x*5**(1/8)*x*(1 - tanh(x)**x)/(-x*exp(x)*sin(x) + x*exp(x) - x**x*exp(x)*cos(x))**exp(x) - 6
genetic,80*x*(x - 1/8)**(1/8) + sqrt(-x)
genetic,0**x*x*x**x*sqrt(-x**x/4 + (1 - tanh(x)**x)*exp(tanh(x)) - 1/2)/sqrt(tanh(3*x)) - 6
genetic,2**(1/8)*(-4*x**x*(log(x) + 1) + 2) - 8/x
genetic,-5**(-x - 4)*log(5) + 4
genetic,0**x*5**(1/8)*x*sqrt(x*sin(x)/2 - x/2 + x**(12/sqrt(-tanh(x/2)))*cos(x)/2)/sqrt(tanh(3*x)) - 6
genetic,-1/8 + 12*x**(0**(0**x))/(2**(3*x)*(0**(0**x)*x)**(3*x))
genetic,2*x*sin(x**2*sqrt(sinh(2)))*sqrt(sinh(2)) + 1
genetic,-(2*exp(8*x) + exp(4*x))*exp(-4*x) - log(exp(8*x))
genetic,8/(x + 5/x)
genetic,x*sqrt(asin(x*cosh(5) + 4)/x)*(cosh(5)/(2*x*sqrt(1 - (x*cosh(5) + 4)**2)) - asin(x*cosh(5) + 4)/(2*x**2))/asin(x*cosh(5) + 4)
genetic,0**x*x*x**x*sqrt(-x/2 - x**x/4 + (1 - tanh(x)**x)*exp(tanh(x)))/sqrt(tanh(3*x)) - 6
genetic,log(81*exp(x)) + 144
genetic,-log(exp(1/(3*x + 5))) + 3 - 1/(3*x + 5)
genetic,1/(2*x*sqrt(log(x)))
genetic,-4*x**x*(-2 - tan(8))*(log(x) + 1)
genetic,log(-x) + 1
genetic,-exp(-3*x)/2
genetic,-((x*exp(x) + exp(x))*exp(x*exp(x) + exp(x)) + exp(x*exp(x) + exp(x)))*exp(-x*exp(x) - exp(x)) - log(-x*exp(x*exp(x) + exp(x)))
genetic,-log(2*x*exp(2)) - 3
genetic,0**x*sqrt(2)*5**(1/8)*x*sqrt(x*sin(x)/2 - x/2)/sqrt(x**2*cos(x)) - 6
genetic,2*x + 25*exp(x)*log(exp(x))
genetic,exp(x) + tan(x)**5
genetic,-1/(-6 + 1/(-6 + 8/(x*(x + 1/x))))
genetic,-9/3**x
genetic,36*x*(-6 + 12/sqrt(-tanh(3*x*exp(x)*exp(-x*exp(2*x))/2)))**(0**tanh(9*x*exp(x)*exp(-x*exp(2*x))))*exp(x)*exp(-x*exp(2*x))*sqrt(cos(x*exp(2*x)*exp(-x*exp(2*x)))) - 1/8
genetic,tan(x)**2 + 1
genetic,-4/(exp(x) - 3/4)**3
genetic,-1/(-1 - 1/(x*(x + 5/x)))
genetic,(exp(2*exp(x)) + cos(exp(x)))*exp(x)*exp(exp(x))
genetic,0**x*x*x**x*(-x + x**x*cos(x) + (1 - tanh(x)**x)*exp(tanh(x)))/tanh(3*x) - 6
genetic,(x*tan(1))**(x*tan(1))*(1 + tan(1))*(log(x*tan(1)) + 1)*(tan(1) + 2)
genetic,(2 - 2*x**2)/(x*((1 + 2/x)**2 + 1))
genetic,(1 - tanh(cos(tanh(5))/(-tan(x) + cos(tanh(5))))**2)*(tan(x)**2 + 1)*cos(tanh(5))/(-tan(x) + cos(tanh(5)))**2
genetic,-2*log(9/(3*x - 1)) + 3 + log(1/(3*x - 1))/(3*x - 1)
genetic,0**x*x*sqrt(x**2*cos(x)/2 + x*(1 - tanh(x)**2) - x/2)*sqrt(0**(-6 + 12/sqrt(-tanh(x/2))))/sqrt(tanh(3*x)) - 6
genetic,2**(3*x/16 + 20/(3*x))*(1 - 320/(9*x**2))*log(2)
genetic,-2*x/(2*x - cos(5/2) + 5)**2 + 5*cos(x)/(2*sqrt(sin(x)))
genetic,3*x**2*log(exp(3*x)*exp(3*x + exp(3*x) + 5)/9) + 3*x + 36
genetic,(-2 + tan(1))**2*(1 - 2*x)*(log(-x) + 1)
genetic,-x*(4 + 1/x)**2/2
genetic,-5*cos(5/(2*x))/(2*x**2)
genetic,9*2**(12*(x - 1/8)**(1/8) - 6)*(0**(0**(atan(2)/x**2))*atan(2)/x**2)**(12*(x - 1/8)**(1/8) - 6)*(8*x - 1)**(0**(0**(atan(2)/x**2))/8)/(4*8**(0**(0**(atan(2)/x**2))/8)) - 1/8
genetic,3*log(x)/16 + 13/4
genetic,(1 - tanh(x)**2)*exp(tanh(x))
genetic,x*((4 + 1/x)**2 + 1)
genetic,(2*x + 2)*(x**2 + x) + (x**2 + x)*((2*x + 2)*exp(2*x + 2) + exp(2*x + 2))*exp(-2*x - 2)
genetic,(1 + tan(1))*(log(-x) + 1)*(tan(1) + 2)/(-x)**x
genetic,-12*x/(x + 1) + 3
genetic,-4*(1 - tanh(4/(x*(1 - exp(-1))))**2)/(x**2*(1 - exp(-1)))
genetic,x*(-2 - 2*sin(2) + 1/sqrt(x))
genetic,x*(x + log(9*x))
genetic,(2*x + 2)*(x**2 + x) + (x**2 + x)*(x*(2*x + 2) + x)*exp(-2*x - 2)
genetic,9*2**(-6 + 12/sqrt(tanh(3*x)))*(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))**(-6 + 12/sqrt(tanh(3*x)))*(x - 1/8)**(0**(0**((x - 1/8)**(1/8)))/8)/4 - 1/8
grammar,2*exp(x)
grammar,exp(-1/x**3)**x
grammar,sin(x*cos(4))
grammar,x*exp(log(6*x)*sinh(log(log(x)/x))/x)
grammar,cos(x**(sinh(1)/x)*log(-5*x**(3/2)))
grammar,-tanh(x*tan(1))
grammar,asin(x/log(x))
grammar,sin(x)**(x**x)
grammar,(-x/(4*tanh(x)))**(-sin(sin(x**(3/2) - 2)))
grammar,2/log(asin(x))
grammar,log(tan(tan(exp(x))))
grammar,cosh(sqrt(tan(x**(x - 5))))
grammar,exp(log(x)*sin(x**2*tan(exp(x))))
grammar,exp(cos(log(log(2/(x**x*log(x)))*atan(x))))
grammar,sin(cos(x**x)/x)
grammar,exp(exp(x)*cos(4)*cosh(1))
grammar,sqrt(cos(x/sinh(x**2)))
grammar,2**(cos(x)*tanh(tan(x) + 1))
grammar,log(x**2*cos(sin(4)) + x**x)**x
grammar,(-sinh(tan(5*x)) + 1/x)*cos(log(x))
grammar,-exp(x)*sin(1)
grammar,sin(1)**x
grammar,2*sqrt(x) + 20
grammar,tan(x*cos(x) + 2)
grammar,2**log(exp(exp(tan(x)))**log(sqrt(log(sin(x**x)))))*exp(-x)
grammar,log(x**sin(sinh(2)))
grammar,log(3/sin(exp(x)))
grammar,x**2 + x
grammar,log(x/cos(4))
grammar,sin(x*(x/2)**x)
grammar,atan(cos(x)**cos(log(tanh(x)/3)))
grammar,log(sin(x))
grammar,atan(x*sin(x))
grammar,sin(exp(sinh(x)))
grammar,-x*cosh(4*x) - exp(x)
grammar,(exp(x) + 3)**x
grammar,4 - x
grammar,2**exp(tan(x/tanh(x))) - x
grammar,-tan(2*x)
